HHID,SH81A,SH81B,SH81C,SH81D,SH81E,SH81F,SH81G
"018903901",0,0,0,0,0,0,0
"018904001",0,0,0,0,0,0,0
"018904101",1,0,0,0,0,0,0
"018904201",0,0,0,0,0,0,0
"018908201",0,1,0,0,0,0,0
"018908301",0,0,0,0,0,0,0
"018908401",0,0,0,0,0,0,0
"018908501",0,1,0,0,0,0,0
"018908601",1,0,0,0,1,0,0
"018908701",0,0,0,0,0,0,0
"018908801",0,0,0,0,0,0,0
"018908901",1,0,0,0,1,0,0
"018913901",0,0,0,0,0,0,0
"018914001",0,0,0,0,0,0,0
"018914101",1,1,0,0,0,0,0
"018914201",0,0,0,0,0,0,0
"018914301",0,0,0,0,0,0,0
"018914401",0,0,0,0,0,1,0
"018914501",0,0,0,0,0,0,0
"018914601",0,0,0,0,0,0,0
"018914701",0,1,0,0,0,0,0
"019000301",0,0,0,0,1,0,0
"019001001",0,0,0,0,1,1,0
"019001701",1,0,0,0,0,0,0
"019002401",0,0,0,0,0,0,0
"019003101",0,0,0,0,0,0,0
"019003801",0,0,0,0,0,0,0
"019005201",0,0,0,0,0,0,0
"019005901",0,0,0,0,0,0,0
"019006601",0,0,0,0,1,0,0
"019007301",0,0,0,0,1,1,0
"019008001",0,0,0,0,1,0,0
"019008701",0,0,0,0,1,1,0
"019009401",0,1,0,0,0,0,0
"019010101",0,0,1,1,1,1,0
"019010801",0,0,0,0,0,0,0
"019011501",0,0,0,1,1,1,0
"019012901",0,0,1,0,1,1,0
"019013601",1,0,0,0,1,1,0
"019014301",0,0,0,0,0,0,0
"019015001",0,0,0,0,0,0,0
"019100101",0,0,0,0,0,0,0
"019100401",0,1,0,0,0,0,0
"019100701",0,0,0,0,0,0,0
"019101001",0,0,0,0,0,0,0
"019101301",0,0,0,0,0,0,0
"019101701",0,0,0,0,0,0,0
"019102001",1,1,0,0,1,0,0
"019102301",0,0,0,0,0,0,0
"019102601",0,0,0,0,0,0,0
"019102901",0,0,0,0,0,0,0
"019103201",0,0,0,0,0,0,0
"019103501",0,0,0,0,0,0,0
"019103901",0,0,0,0,0,0,0
"019104201",0,0,0,0,0,0,0
"019104501",1,1,0,0,0,0,0
"019104801",0,0,0,0,0,0,0
"019104901",0,0,0,0,0,0,0
"019105301",0,0,0,0,0,0,0
"019105601",0,0,0,0,0,0,0
"019105901",0,0,0,0,0,0,0
"019106201",0,0,0,0,0,0,0
"019201801",0,0,0,1,0,0,0
"019201901",0,0,0,0,0,0,0
"019202001",0,1,1,0,1,0,1
"019202201",0,0,0,0,0,1,0
"019202401",0,0,0,0,1,1,0
"019202501",0,0,0,0,0,0,0
"019202601",0,0,0,0,0,0,0
"019205801",1,1,0,0,0,0,0
"019205901",1,0,0,0,0,0,0
"019206001",0,0,0,0,0,0,0
"019206101",0,0,0,0,0,0,0
"019206201",0,0,0,0,0,0,0
"019206301",0,0,0,0,0,0,0
"019206401",0,0,0,0,1,1,0
"019206501",0,0,0,0,0,0,0
"019210701",0,0,0,0,0,0,0
"019210901",0,0,0,0,0,0,0
"019211001",1,1,1,1,1,1,0
"019211101",1,1,0,1,0,0,0
"019211201",0,0,0,0,0,0,0
"019211301",0,0,0,0,1,0,0
"019211401",1,0,0,0,0,0,0
"019211501",0,1,1,0,1,1,0
"019300801",0,0,0,0,0,0,0
"019301601",0,0,0,0,0,0,0
"019302401",0,0,0,0,0,1,0
"019303301",0,0,0,0,0,0,0
"019304101",0,0,0,0,0,0,0
"019304901",0,0,0,0,0,0,0
"019305701",1,1,0,0,0,0,0
"019306601",0,0,0,0,0,0,0
"019307401",0,0,0,0,0,0,0
"019308201",0,0,0,0,1,1,0
"019309001",0,1,0,0,0,0,0
"019309901",0,0,0,0,0,0,0
"019310701",0,0,0,0,0,0,0
"019311501",1,1,0,0,0,0,0
"019312201",0,1,1,0,0,0,0
"019313001",0,0,0,0,0,0,0
"019313901",0,0,0,0,0,0,0
"019314701",0,0,1,1,1,1,0
"019315501",0,0,0,0,0,0,0
"019316301",0,0,0,0,0,0,0
"019317201",0,0,1,1,1,1,0
"019318001",1,0,0,0,0,0,0
"019402401",0,0,0,0,0,0,0
"019402501",0,0,0,0,0,0,0
"019402601",0,0,0,0,0,0,0
"019402701",1,0,0,0,0,0,0
"019402801",0,0,0,0,0,0,0
"019403001",0,0,0,0,0,0,0
"019403101",0,0,0,0,0,1,0
"019403201",0,0,0,0,0,0,0
"019406401",1,0,0,0,0,0,0
"019406501",0,0,0,0,0,0,0
"019406601",0,0,0,0,0,0,0
"019406701",0,0,0,0,0,0,0
"019406801",0,0,0,0,0,0,0
"019406901",0,0,0,0,0,0,0
"019407001",0,0,0,0,0,0,0
"019407101",0,0,0,0,0,0,0
"019411301",0,0,0,0,0,0,0
"019411401",0,0,0,0,0,0,0
"019411501",0,0,0,1,1,1,0
"019411601",0,1,0,0,0,0,0
"019411701",0,0,0,0,0,0,0
"019411801",0,0,0,1,1,1,0
"019411901",0,0,0,0,0,0,0
"019412001",0,0,0,0,0,0,0
"019412101",0,0,0,0,0,0,0
"019500101",0,0,0,0,0,0,0
"019500301",0,0,0,0,0,0,0
"019500401",0,0,0,0,0,0,0
"019500601",0,0,0,0,0,0,0
"019500801",0,0,0,0,0,0,0
"019501301",0,0,0,0,0,0,0
"019501401",1,0,0,0,0,0,0
"019501601",0,0,0,0,0,0,0
"019501701",0,0,0,0,0,0,0
"019501901",0,0,0,0,0,0,0
"019502001",0,0,0,0,0,0,0
"019502301",0,0,0,0,0,0,0
"019502501",0,0,0,0,0,0,0
"019502801",0,0,0,0,0,0,0
"019503001",0,0,0,0,0,0,0
"019503301",0,0,0,0,0,0,0
"019503501",0,0,0,0,0,0,0
"019503601",0,0,0,0,0,0,0
"019503801",0,0,0,0,0,0,0
"019503901",0,0,0,0,0,0,0
"019504101",0,0,0,0,0,0,0
"019504301",0,0,0,0,0,0,0
"019504701",0,0,0,0,0,0,0
"019504801",1,0,0,0,0,0,0
"019505001",0,0,0,0,0,0,0
"019505101",0,0,0,0,0,0,0
"019602601",0,0,0,0,0,0,0
"019602701",0,0,0,0,0,0,0
"019602801",1,0,0,0,0,0,0
"019602901",0,0,0,0,1,0,0
"019603001",1,0,0,0,0,0,0
"019603101",1,0,0,0,0,0,0
"019603201",1,1,0,0,0,0,0
"019603301",0,0,1,0,0,0,0
"019603401",0,0,0,0,0,0,0
"019608701",0,0,0,0,0,0,0
"019608801",0,0,0,1,1,1,0
"019608901",0,0,0,0,0,0,0
"019609001",0,0,0,0,0,0,0
"019609101",0,0,0,0,0,0,0
"019609201",0,0,0,0,0,0,0
"019609301",1,0,0,0,0,0,0
"019609401",0,0,0,0,0,0,0
"019613801",0,0,0,0,0,0,0
"019613901",0,0,0,0,0,0,0
"019614101",0,0,0,0,0,0,0
"019614201",0,0,0,0,0,0,0
"019614301",0,0,0,0,0,0,0
"019614401",1,0,0,0,0,0,0
"019614501",1,0,0,0,0,0,0
"019614601",0,0,0,0,0,0,0
"019701701",0,0,0,0,0,0,0
"019701801",0,0,0,0,0,0,0
"019701901",1,0,0,0,0,0,0
"019702001",0,0,0,0,0,0,0
"019702101",0,0,0,0,1,0,0
"019702201",0,1,1,0,0,0,0
"019702301",0,0,0,0,0,0,0
"019702401",0,0,0,0,0,0,0
"019703401",0,0,0,0,0,0,0
"019706601",0,1,0,1,1,1,0
"019706701",0,0,0,0,0,0,0
"019706801",0,1,0,0,0,0,0
"019707001",0,0,1,1,1,0,0
"019707101",1,1,1,1,1,0,0
"019707201",0,1,0,0,0,0,0
"019708101",0,0,0,0,0,0,0
"019711401",1,0,1,0,0,1,0
"019711501",0,0,0,0,0,0,0
"019711601",0,1,1,1,1,1,0
"019711701",0,0,0,0,0,0,0
"019711801",1,0,0,1,0,0,0
"019712901",1,0,0,1,0,0,0
"019713001",0,0,0,0,0,0,0
"019713101",0,0,0,0,0,0,0
"019800501",0,0,0,0,0,0,0
"019801101",0,0,0,0,0,0,0
"019801701",0,0,0,0,0,0,0
"019802301",1,1,0,1,0,0,0
"019803501",0,0,0,0,0,0,0
"019804101",1,0,0,0,0,0,0
"019804701",0,0,0,0,0,0,0
"019805901",0,0,0,0,0,0,0
"019806501",0,0,0,0,0,0,0
"019807201",0,0,0,0,0,0,0
"019807801",0,0,0,0,0,0,0
"019808401",0,0,0,0,0,0,0
"019809001",0,0,0,0,0,0,0
"019809601",1,0,1,0,0,0,0
"019810201",0,0,0,0,0,0,0
"019810801",0,0,0,0,0,0,0
"019811401",0,0,0,0,0,0,0
"019811901",0,0,0,0,0,0,1
"019812501",0,0,0,0,0,0,0
"019813101",1,0,1,1,0,0,0
"019900901",0,0,0,0,0,0,0
"019902001",0,0,0,0,0,0,0
"019903001",1,0,1,1,0,0,0
"019904101",0,1,0,1,0,0,0
"019905201",0,0,0,0,0,0,0
"019906301",0,0,0,0,0,0,0
"019907301",0,0,0,0,0,0,0
"019909501",1,0,1,0,0,0,0
"019910501",0,0,0,0,0,0,0
"019911601",0,0,0,0,0,0,0
"019912701",1,0,0,0,0,0,0
"019913801",1,0,0,0,0,0,0
"019914801",0,1,0,0,0,0,0
"020000701",0,0,0,0,0,0,0
"020001701",0,0,0,0,0,0,0
"020002701",1,0,0,0,0,0,0
"020003801",1,1,0,0,0,0,0
"020004801",1,0,0,0,0,0,0
"020005801",0,0,0,0,0,0,0
"020006801",1,0,1,0,0,0,0
"020007901",0,0,1,0,1,1,0
"020008901",0,0,0,0,0,0,0
"020009901",1,0,0,0,0,0,0
"020010901",1,1,0,0,0,0,0
"020011901",1,0,1,0,0,0,0
"020013001",1,0,0,0,0,0,0
"020014001",0,0,0,0,0,0,0
"020100401",0,0,0,0,0,0,0
"020101801",0,0,0,0,0,0,0
"020103201",0,0,0,1,0,1,0
"020104601",0,0,0,0,1,0,0
"020106001",1,1,1,1,0,0,0
"020107401",0,0,0,0,0,0,0
"020108801",0,0,0,0,0,0,0
"020110201",1,0,0,0,0,0,1
"020111601",0,0,0,0,0,0,0
"020113001",1,0,1,0,0,0,0
"020114401",0,0,0,0,0,0,0
"020115801",0,0,0,0,0,0,0
"020117201",0,0,0,0,0,0,0
"020118601",1,0,0,0,0,0,1
"020201801",0,0,0,0,0,0,0
"020201901",0,0,0,0,0,0,0
"020202001",0,0,0,0,0,0,0
"020202101",0,0,0,0,0,0,0
"020202201",0,0,0,0,0,0,0
"020202301",0,0,0,0,0,0,0
"020202401",0,0,1,0,1,0,0
"020202501",0,0,0,0,0,0,0
"020202601",0,0,0,0,0,0,0
"020205101",0,0,0,0,0,0,0
"020205201",0,0,0,0,0,0,0
"020205301",0,0,0,1,0,0,0
"020205401",0,0,0,0,0,0,0
"020205501",0,0,0,0,0,0,0
"020205601",0,0,0,0,0,0,0
"020205701",0,1,0,0,0,0,0
"020209101",0,0,0,0,0,0,0
"020209201",0,1,0,0,0,0,0
"020209301",1,1,0,0,0,0,0
"020209401",0,1,0,0,0,0,0
"020209501",0,0,0,0,0,0,0
"020209601",0,0,1,1,1,0,0
"020209701",0,0,0,0,0,0,0
"020209801",0,0,0,0,0,0,0
"020302501",0,0,0,0,0,0,0
"020302601",0,0,0,0,0,0,0
"020302701",0,0,0,0,0,0,0
"020302801",0,1,0,0,0,0,0
"020303001",0,0,0,0,0,0,0
"020303101",0,0,0,0,0,0,0
"020303201",0,0,0,0,0,0,0
"020304101",0,0,0,0,0,0,0
"020306601",0,0,0,0,0,0,0
"020306701",0,0,0,0,0,0,0
"020306801",0,0,0,0,0,0,0
"020306901",1,0,0,0,0,0,0
"020307001",0,0,0,0,0,0,0
"020307101",0,0,0,0,0,0,0
"020307201",0,0,0,0,0,0,0
"020307301",0,0,0,0,0,0,0
"020312101",0,0,0,0,0,0,0
"020312201",0,0,0,0,0,0,0
"020312301",0,0,0,0,0,0,0
"020312401",0,1,0,0,0,0,0
"020312501",0,0,0,0,0,0,0
"020312601",0,0,0,0,0,0,0
"020312701",0,0,0,0,0,0,0
"020312801",0,0,0,0,0,0,0
"020400101",0,1,0,0,0,0,0
"020400201",0,0,0,0,0,0,0
"020400301",0,0,0,0,0,0,0
"020400401",0,0,0,0,0,0,0
"020400501",0,0,0,0,0,0,0
"020400601",0,0,0,0,0,0,0
"020400701",0,0,0,0,0,0,0
"020400801",0,0,0,0,0,0,0
"020401801",1,1,1,0,1,1,0
"020403501",0,0,0,0,0,0,0
"020403601",0,0,1,0,0,0,0
"020403701",0,0,0,0,0,0,0
"020403801",0,0,0,0,0,0,0
"020403901",0,0,0,0,0,0,0
"020404001",0,0,0,0,0,0,0
"020404101",0,0,0,0,0,0,0
"020407301",0,0,0,0,0,0,0
"020407401",1,0,0,0,0,0,0
"020407501",1,0,0,0,0,0,0
"020407601",0,0,0,0,0,0,0
"020407701",0,0,0,0,0,0,0
"020407801",0,0,0,0,0,0,0
"020407901",0,0,0,0,0,0,0
"020408001",0,0,0,0,0,0,0
"020408901",0,0,0,0,0,0,0
"020500901",0,0,0,0,0,0,0
"020502101",0,0,0,0,0,0,0
"020503301",0,0,0,0,0,0,0
"020504501",1,0,1,1,0,0,0
"020505601",1,0,1,1,0,0,0
"020506801",1,1,1,1,0,0,0
"020508001",0,0,0,0,0,0,0
"020509201",1,0,1,1,0,0,0
"020510401",0,0,0,0,0,0,0
"020511601",0,0,1,0,0,0,0
"020512801",0,0,0,0,0,0,0
"020513901",0,0,1,0,0,0,0
"020515101",1,0,0,0,0,0,0
"020516301",0,0,0,0,0,0,0
"020601901",0,0,0,0,0,0,0
"020602001",0,0,0,0,0,0,0
"020602101",1,0,0,0,0,0,0
"020602201",0,0,0,0,0,0,0
"020602301",0,0,0,0,0,0,0
"020602401",0,0,0,0,0,0,0
"020602501",0,0,0,0,0,0,0
"020602601",0,0,0,0,0,0,0
"020603501",0,0,0,0,0,0,0
"020603601",0,0,0,0,0,0,0
"020603701",0,0,0,0,0,0,0
"020603801",0,0,0,0,0,0,0
"020603901",0,0,0,0,0,0,0
"020604001",0,0,0,0,0,0,0
"020605001",0,0,0,0,0,0,0
"020605201",0,0,0,0,0,0,0
"020607701",0,0,0,0,0,0,0
"020607801",0,0,0,0,0,0,0
"020607901",0,0,0,0,0,0,0
"020608001",0,0,0,0,0,0,0
"020608101",0,0,0,0,0,0,0
"020608201",0,0,0,0,0,0,0
"020608301",0,1,0,0,0,0,0
"020608401",0,0,0,0,0,0,0
"020608501",0,0,0,0,0,0,0
"020702601",0,0,0,0,0,0,0
"020702701",1,1,0,0,0,0,0
"020702801",0,0,0,0,0,0,0
"020702901",0,1,0,0,1,0,0
"020703001",0,0,0,0,0,0,0
"020703101",0,0,0,0,0,0,0
"020703201",0,0,0,0,0,0,0
"020703301",0,0,0,0,0,0,0
"020703401",0,0,0,0,0,0,0
"020707501",0,0,0,0,0,0,0
"020707601",0,0,0,0,0,0,0
"020707701",0,0,0,1,0,0,0
"020707801",0,0,0,0,0,0,0
"020707901",0,0,0,0,0,0,0
"020708001",0,0,0,0,0,0,0
"020708101",0,0,0,0,0,0,0
"020708201",0,0,0,0,0,0,0
"020712301",0,0,0,0,0,0,0
"020712401",0,0,0,0,0,0,0
"020712501",0,0,0,0,0,0,0
"020712601",0,0,0,0,0,0,0
"020712701",0,0,0,0,0,0,0
"020712801",0,0,0,0,0,0,0
"020712901",0,0,0,0,0,0,0
"020713001",0,0,0,0,0,0,0
"020713101",0,0,0,0,0,0,0
"020800101",0,0,0,0,0,0,0
"020800201",0,1,0,0,0,0,0
"020800301",0,0,0,0,0,0,0
"020800401",0,0,0,0,0,0,0
"020800501",0,0,0,0,0,0,0
"020800601",0,0,0,0,0,0,0
"020800701",1,1,0,0,0,0,0
"020800801",0,0,0,0,0,0,0
"020800901",0,0,0,0,0,0,0
"020803301",0,0,0,0,0,0,0
"020803501",0,0,1,1,0,0,0
"020803601",0,0,0,0,0,0,0
"020803801",0,0,0,0,0,0,0
"020803901",0,0,0,0,0,0,0
"020804001",1,0,0,0,1,0,0
"020806601",0,1,0,0,0,0,0
"020806701",0,0,0,0,0,0,0
"020806801",0,0,0,0,0,0,0
"020806901",0,0,0,0,0,0,0
"020807001",1,0,0,0,1,1,0
"020807101",0,0,0,0,1,0,0
"020807201",1,0,0,0,0,0,0
"020807301",0,0,0,0,0,0,0
"020807401",0,0,0,0,0,0,0
"020900101",0,0,0,0,0,0,0
"020900201",0,0,0,0,0,0,0
"020900301",0,1,0,0,1,1,0
"020900401",0,0,0,0,0,0,0
"020900501",0,0,0,0,0,0,0
"020900601",0,0,0,0,0,0,0
"020900701",0,0,0,0,0,0,0
"020900801",0,0,0,0,0,0,0
"020900901",0,0,0,0,0,0,0
"020903401",0,0,0,1,0,0,0
"020903601",0,0,0,0,0,0,0
"020903701",0,0,0,0,0,0,0
"020903801",0,0,0,0,0,0,0
"020903901",0,0,0,0,1,0,0
"020904101",0,0,0,0,0,0,0
"020905701",0,0,0,0,0,0,0
"020905801",1,0,0,0,0,0,0
"020905901",0,0,0,0,0,0,0
"020906001",0,0,0,0,0,0,0
"020906101",0,0,0,0,0,0,0
"020906301",0,0,0,0,0,0,0
"020906501",0,0,0,0,0,0,0
"020906601",0,0,0,0,0,0,0
"020906901",0,0,0,0,0,0,0
"021000101",0,0,0,0,0,0,0
"021000201",0,0,0,0,0,0,0
"021000401",0,0,0,0,0,0,0
"021000501",0,1,1,1,1,1,0
"021000601",0,0,0,0,0,0,0
"021000701",0,0,0,0,0,0,0
"021000801",0,0,0,0,1,1,0
"021001801",0,0,0,0,0,0,0
"021002701",0,0,0,0,0,0,0
"021002801",0,0,0,0,0,0,0
"021002901",0,0,0,0,0,0,0
"021003001",0,0,0,0,0,0,0
"021003101",1,0,0,0,0,0,0
"021003201",0,0,0,0,0,0,0
"021004201",0,0,0,0,0,0,0
"021005901",0,1,0,0,0,0,0
"021006101",0,0,0,0,0,0,0
"021006201",0,0,0,0,0,0,0
"021006301",0,0,0,0,0,0,0
"021006401",0,0,0,0,0,0,0
"021007301",0,0,0,0,0,0,0
"021007401",0,0,0,0,0,0,0
"021007501",0,0,0,0,0,0,0
"021100901",0,0,0,0,0,0,0
"021101001",0,0,0,0,0,0,0
"021101201",0,0,0,0,0,0,0
"021101301",0,0,1,0,0,0,0
"021101401",0,0,0,0,0,0,0
"021101501",0,0,0,0,0,0,0
"021101601",0,0,0,0,0,0,0
"021102601",0,0,0,0,0,0,0
"021104201",0,0,0,0,0,0,0
"021104301",0,0,0,0,0,0,0
"021104401",0,0,0,0,0,0,0
"021104501",0,0,0,0,0,0,0
"021104601",1,0,0,0,0,0,0
"021104701",0,0,0,0,0,0,0
"021104801",0,0,0,0,1,1,0
"021104901",0,0,0,0,0,0,0
"021106701",0,0,0,0,0,0,0
"021106801",0,0,0,0,0,0,0
"021106901",1,0,0,0,0,0,0
"021107001",0,0,0,0,0,0,0
"021107101",0,0,0,0,0,0,0
"021107201",0,0,0,0,0,0,0
"021107301",0,0,0,0,0,0,0
"021107401",0,0,0,0,0,0,0
"021107501",0,0,0,0,0,0,0
"021200101",0,1,0,0,0,0,0
"021200201",0,0,0,0,0,0,0
"021200301",0,0,0,0,0,0,0
"021200401",0,0,0,0,0,0,0
"021200501",0,0,0,0,0,0,0
"021200601",0,0,0,0,0,0,0
"021200701",0,0,0,0,0,0,0
"021200801",0,0,0,0,0,0,0
"021200901",0,0,0,0,0,0,0
"021203401",0,0,0,0,0,0,0
"021203501",0,0,0,0,0,0,0
"021203601",0,0,0,0,0,0,0
"021203701",0,0,0,0,0,0,0
"021203801",0,0,0,0,0,0,0
"021203901",0,0,0,0,0,0,0
"021204001",0,0,0,0,0,0,0
"021204101",0,0,0,0,0,0,0
"021206501",1,0,0,0,0,0,0
"021206601",0,0,0,0,0,0,0
"021206701",0,0,0,0,0,0,0
"021206801",0,0,0,0,0,0,0
"021206901",0,0,0,0,1,0,0
"021207001",0,0,0,0,0,0,0
"021207101",0,0,0,0,0,0,0
"021207201",0,0,0,0,0,0,0
"021207301",0,0,0,0,0,0,0
"021302601",0,1,0,0,0,0,0
"021302701",0,0,0,0,0,0,0
"021302801",0,0,0,0,0,0,0
"021302901",0,0,0,0,0,0,0
"021303001",0,0,0,0,0,0,0
"021303101",0,1,0,0,0,0,0
"021303201",0,0,0,0,0,0,0
"021303301",0,0,0,0,0,0,0
"021304301",0,0,0,0,0,0,0
"021305901",1,1,0,0,0,0,0
"021306001",0,0,0,0,0,0,0
"021306101",0,0,0,0,0,0,0
"021306301",0,0,0,0,0,0,0
"021306401",0,0,0,0,0,0,0
"021306501",0,0,0,0,0,0,0
"021306601",0,0,0,0,0,0,0
"021308901",0,0,0,0,0,0,0
"021309001",0,0,0,0,0,0,0
"021309101",0,0,0,0,0,0,0
"021309201",0,0,0,0,0,0,0
"021309301",0,0,0,0,0,0,0
"021309401",0,0,0,0,0,0,0
"021309501",0,0,0,0,0,0,0
"021309601",0,0,0,0,0,0,0
"021400201",0,0,0,0,0,0,0
"021401001",0,0,0,0,0,0,1
"021401701",0,1,0,0,1,0,0
"021402501",0,0,0,0,0,0,0
"021403301",0,0,0,0,0,0,0
"021404201",1,0,0,0,0,0,0
"021404801",0,0,0,0,0,0,0
"021405601",1,0,1,0,0,0,0
"021406401",0,0,0,0,0,0,0
"021407101",0,0,0,0,0,0,1
"021407901",0,0,0,0,0,0,0
"021408701",0,0,0,0,0,0,0
"021409501",0,0,0,0,0,0,0
"021410301",0,0,0,0,0,0,0
"021411101",0,0,0,0,0,0,0
"021411901",0,0,0,0,0,0,0
"021412701",0,0,0,0,0,0,0
"021413501",0,0,0,0,0,0,0
"021414201",0,0,0,0,0,0,0
"021415001",0,0,0,0,0,0,0
"021415801",0,0,0,0,0,0,0
"021416501",0,0,0,0,0,0,0
"021417401",0,0,0,0,0,0,0
"021500201",1,0,0,0,1,0,0
"021500601",0,1,0,0,0,0,0
"021501001",0,0,0,0,0,0,0
"021501401",0,0,0,0,0,0,0
"021501801",0,0,0,0,0,0,0
"021502201",0,0,0,0,0,0,0
"021502601",0,0,0,0,0,0,0
"021503001",0,0,0,0,0,0,0
"021503401",1,0,0,0,0,0,0
"021503801",0,0,0,0,0,0,0
"021504201",0,0,0,0,0,0,0
"021504601",0,0,0,0,0,0,0
"021505001",0,0,0,0,0,0,0
"021505501",0,0,0,0,0,0,0
"021505901",0,0,0,0,0,0,0
"021506301",0,0,0,0,0,0,0
"021506701",0,0,0,0,0,0,0
"021507101",1,1,1,1,0,0,0
"021507501",0,0,0,0,0,0,0
"021507901",0,0,0,0,0,0,0
"021508301",0,1,0,0,0,0,0
"021508701",0,0,0,0,0,0,0
"021509101",1,0,0,0,0,0,0
"021509501",0,0,0,0,0,0,0
"021509901",0,0,0,0,0,0,0
"021510301",0,0,0,0,0,0,0
"021600101",0,0,0,0,0,0,0
"021600501",0,0,0,0,0,0,0
"021600901",0,0,0,0,0,0,0
"021601201",0,0,0,0,0,0,0
"021601601",0,0,0,0,0,0,0
"021602001",0,0,0,0,0,0,0
"021602401",0,0,0,0,0,0,0
"021602801",0,0,0,0,0,0,0
"021603101",0,0,0,0,0,0,0
"021603501",0,0,0,0,0,0,0
"021603901",0,0,0,0,0,0,0
"021604301",0,0,0,0,0,0,0
"021604701",0,1,0,0,0,0,0
"021605101",0,0,0,0,0,0,0
"021605401",0,0,0,0,0,1,0
"021605801",0,0,0,0,0,0,0
"021606201",0,0,0,0,0,0,0
"021607301",1,0,0,0,0,0,0
"021607701",0,0,0,0,0,0,0
"021608101",0,0,0,0,0,0,0
"021608501",0,0,0,0,0,0,0
"021608901",0,0,0,0,0,0,0
"021609201",0,0,0,0,0,0,0
"021609601",0,0,0,0,0,0,0
"021702601",1,0,0,0,0,0,0
"021702801",0,0,0,0,0,1,0
"021702901",0,0,0,0,0,0,0
"021703101",1,1,0,0,0,0,0
"021703201",0,0,0,0,0,0,0
"021703301",0,0,0,0,0,0,0
"021703401",0,0,0,0,0,0,0
"021705901",0,0,0,0,0,0,0
"021706001",0,0,0,0,0,0,0
"021706201",0,0,0,0,0,0,0
"021706301",0,0,0,0,0,0,0
"021706401",0,0,0,0,0,0,0
"021706501",0,0,0,0,0,0,0
"021706601",0,0,0,0,0,0,0
"021707801",0,0,0,0,0,0,0
"021707901",0,0,0,0,0,0,0
"021708001",0,0,0,0,0,0,0
"021708101",0,0,0,0,0,0,0
"021708201",0,0,0,0,0,0,0
"021709101",0,0,0,0,0,0,0
"021709201",0,0,0,0,0,0,0
"021709301",0,0,0,0,0,0,0
"021709401",0,1,0,0,0,0,0
"021801801",0,1,0,0,0,0,0
"021801901",0,0,0,0,0,0,0
"021802001",0,0,0,0,0,0,0
"021802101",0,0,0,0,0,0,0
"021802201",0,1,0,0,0,0,0
"021802301",0,0,0,0,0,0,0
"021802401",0,0,0,0,0,0,0
"021802501",0,0,0,0,0,0,0
"021802601",0,0,0,0,0,0,0
"021805001",1,1,0,0,0,0,0
"021805101",0,0,0,0,0,0,0
"021805201",0,0,0,0,0,0,0
"021805301",0,0,0,0,0,0,0
"021805401",0,0,0,0,0,0,0
"021805501",0,0,0,0,0,0,0
"021805601",0,0,0,0,0,0,0
"021805701",0,0,0,0,0,0,0
"021809101",0,1,0,0,0,0,0
"021809201",0,0,0,0,0,0,0
"021809301",0,0,0,0,0,0,0
"021809401",0,0,0,0,0,0,0
"021809501",0,0,0,0,1,0,0
"021809601",0,0,0,0,0,0,0
"021809701",0,0,0,0,0,0,0
"021809801",0,0,0,0,0,0,0
"021809901",0,0,0,0,0,0,0
"021902501",0,0,0,0,0,0,0
"021902601",0,0,0,0,0,0,0
"021902701",0,0,0,0,0,0,0
"021902801",0,1,0,0,0,0,0
"021902901",0,0,0,0,1,1,0
"021903001",0,1,0,0,0,0,0
"021903101",0,0,0,0,0,0,0
"021903201",0,0,0,0,0,0,0
"021903301",1,0,0,1,0,0,0
"021906501",0,0,0,0,0,0,0
"021906601",0,0,0,0,0,0,0
"021906701",0,0,0,0,0,0,0
"021906901",0,0,0,0,0,0,0
"021907001",0,0,0,1,0,0,0
"021907101",0,0,0,0,0,0,0
"021907201",0,0,0,0,0,0,0
"021910601",1,0,0,0,0,0,0
"021910701",0,0,0,0,0,0,0
"021910801",0,0,0,0,0,0,0
"021911001",0,0,0,0,0,0,0
"021911101",0,0,0,0,0,0,0
"021911201",0,0,0,0,0,0,0
"021911301",0,0,0,0,0,0,0
"021911401",0,0,0,0,0,0,0
"022000101",0,0,0,0,0,0,0
"022001101",1,1,0,0,0,0,0
"022002101",0,0,0,0,0,0,0
"022003101",1,0,0,0,0,0,0
"022004201",0,0,0,0,0,0,0
"022005101",0,0,0,0,0,0,0
"022006301",0,1,0,0,0,0,0
"022007201",0,0,0,0,0,0,0
"022008201",0,0,0,0,0,0,0
"022009201",0,0,0,0,0,0,0
"022010301",0,0,0,0,0,0,0
"022011301",0,0,0,0,0,0,0
"022012201",0,0,0,0,1,0,0
"022013101",0,0,0,0,0,0,0
"022014201",0,0,0,0,0,0,0
"022100901",1,0,0,0,0,0,0
"022101901",0,0,1,1,0,0,0
"022104101",0,0,0,0,0,0,0
"022105201",1,0,0,1,1,1,0
"022106401",0,0,0,0,0,0,0
"022107401",0,0,0,0,0,0,0
"022108501",1,1,1,1,1,1,0
"022109501",1,0,0,0,0,0,0
"022110601",1,0,1,0,0,0,0
"022111701",0,0,0,0,0,0,0
"022112801",0,0,0,0,0,0,0
"022113901",1,1,0,0,0,0,0
"022114901",0,0,0,1,0,0,0
"022116001",1,0,0,0,0,0,0
"022200501",0,0,0,0,0,0,0
"022201301",1,0,0,0,0,0,0
"022202001",0,0,0,0,0,0,0
"022202801",0,0,0,0,0,0,0
"022203501",0,0,1,0,0,0,0
"022204301",0,0,0,0,0,0,0
"022205101",0,0,0,0,0,0,0
